,Title,Text
151,Bikin Kagum! Maudy Ayunda Masuk Daftar Forbes 30 Under 30 Asia 2021,"Forbes kembali dengan daftar 30 Under 30 Asia di tahun 2021. Bikin bangga Indonesia, Maudy Ayunda bersinar sebagai satu-satunya aktris dan penyanyi dari Tanah Air dalam daftar tersebut.

""Melewati tahun tersulit di generasi mereka, 300 Millennials dan Gen Z ini secara gigih bertahan dan bahkan berkembang di masa lockdown yang panjang, larangan bepergian, dan ketidakpastian di masa depan,"" tulis Forbes dalam laman 30 Under 30 Asia seperti dilihat detikcom pada Selasa (20/4/2021).

Forbes juga menjelaskan, deretan nama yang mereka kurasi telah dipilih melalui proses penjurian yang ketat dari 2500 nominasi. Maudy Ayunda berhasil mencuri perhatian dewan juri lewat prestasi dan karyanya.

Dalam profil Maudy Ayunda yang dirilis Forbes disebutkan soal masa kecil Maudy sebagai aktris cilik dan kesuksesannya memerankan film Habibie & Ainun 3. Forbes juga menyoroti bagaimana Maudy Ayunda berhasil merilis album dan meraih penghargaan Female Singer of the Year.

""Dia juga dipilih oleh Disney menyanyikan soundtrack bahasa Indonesia untuk film Moana,"" tulis Forbes.

Tentu saja bukan hanya sekedar karya di bidang hiburan yang dilihat. Terpilihnya Maudy Ayunda masuk ke daftar Forbes 30 Under 30 Asia 2021 karena kegigihannya sebagai aktivis pendidikan dan juga pemberdayaan anak-anak muda.

Disoroti juga bahwa Maudy Ayunda merupakan lulusan jurusan Filosofi, Politik, dan Ekonomi dari Universitas Oxford. Juga bagaimana dia lulus dari jurusan Bisnis dan Pendidikan di Stanford.

""Dia adalah aktivis penuh semangat untuk pendidikan, pemberdayaan pemuda, dan masalah-masalah literasi. Maudy Ayunda mendirikan Inspira untuk mendukung perkembangan karier dan mementori anak muda di Indonesia,"" lanjut Forbes dalam tulisannya.

Terpilih sebagai salah satu anak muda berpengaruh di Asia, Maudy Ayunda merasa tidak percaya. Namun di saat yang sama juga dirinya bersyukur.

""Seneng bgt perjalanan 15 tahun berkarya di apresiasi seperti ini. Sangat bersyukur. Terimakasih semua yang selama ini sudah memberi support dan menjadi cheerleader sejati. The journey is not over! Semoga setelah lulus aku bisa membangun sesuatu dan membawa impact di bidang bisnis dan pendidikan. Wait for it! "" tulis Maudy.

[Gambas:Instagram]



Maudy Ayunda bukanlah satu-satunya orang Indonesia dalam daftar tersebut. Ada nama Lalu Muhammad Zohri, sang pelari dari Lombok, yang juga masuk daftar ini.

Lihat juga video 'Agnez Mo dan Maudy Ayunda Dilirik Grup Orang Jenius Indonesia':



[Gambas:Video 20detik]





"
152,5 Pengakuan Tisya Erni yang Dituding Pelakor di Rumah Tangga Sule-Nathalie Holscher,"Entah apa yang membuat Tisya Erni justru berani membuka cerita soal hubungan dengan Sule. Terlebih Nathalie Holscher, istri Sule sedang galau sampai hapus semua foto Sule.

Awalnya Tisya Erni jadi sorotan karena membuka isi DM dari Sule. Berikut adalah pengakuan-pengakuan Tisya Erni yang akhirnya dituding sebagai orang ketiga dalam rumah tangga Sule dan Nathalie Hoscher.

1. Diserang Banyak DM

Tisya Erni ngaku diserang karena certa pernah dekat dengan Sule Foto: dok. Instagram @erni_tisya Tisya Erni ngaku diserang karena certa pernah dekat dengan Sule Foto: dok. Instagram @erni_tisya

Setelah mengaku pernah dekat dengan Sule, Tisya Erni mengaku banyak diserang netizen. Terlebih dia mengetahui Nathalie Holscher posting galau dengan berlinang air mata.

""Aku nggak tahu ya tiba-tiba Nathalie-nya bikin story, kata-kata kuat. Ya aku kan nggak tahu, aku juga jadi (diserang) banyak DM. Ya gimana ya, emang sih saya dari model dewasa, karena itu ciri khas saya,"" kata Tisya Erni saat ditemui di kawasan Jakarta Pusat, Senin (19/4).

2. Baper dengan Sule

Tisya Erni dengan gamblangnya mengaku sempat terbawa perasaan dengan perkataan manis Sule. Kata-kata Sule yang dikirim melalui diriect message diakui Tisya memang manis.

""Janji manisnya ya, karena siapa sih perempuan yang nggak baper ya. Jadi gini, siapa sih yang nggak baper? Dia tuh pengin ngebimbing, ada chatting-an kita biasanya. Dan awalnya dia pengin dipanggil Aa gitu. Awalnya aku manggilnya Kakak lebih menghargai menghormati, tapi tiba-tiba memang Kang Sule mau dipanggil Aa,"" aku Tisya Erni.

3. Kenal Sebelum Sule Nikahi Nathalie Holscher

Tisya Erni bingung disebut sebagai orang ketiga dalam rumah tangga Sule dan Nathalie Holscher. Tisya mengaku sudah mengenal Sule sebelum sang komedian menikah dengan Nathalie Holscher.

""Saya kenal (Sule) sebelum mereka menjalani hubungan pernikahan, atau pendekatan. Udah setahun juga. Haruskah saya disebut sebagai pelakor? Orang ketiga di hubungan mereka atas dasar postingan mbak Nathalie yang menghapus postingan dia dan keluarganya,"" kata Tisya Erni.

4. Ungkap Isi DM dari Sule

Entah apa maksud Tisya Erni yang dengan mudah membuka isi DM dari Sule. Dalam DM tersebut terlihat tanggalnya 19 Agustus. Tisya Erni dan Sule mengobrol untuk menentukan pertemuan.

Ada juga direct message Sule yang mengkritik penampilan Tisya Erni yang dia nilai terlalu vulgar. Sule juga menyinggung soal keinginan Tisya mempunyai pembimbing.

""Emang gak mau ada yg bimbing ya kamu, atau enak jomblo hahahah,"" tulis Sule ke Tisya Erni.

""Mau guys,"" jawab Tisya dalam pesan tersebut.

""Ah masa, kamu terlalu vulgar mungkin di IG nya jadi cowok banyak an nya yg iseng,"" balas Sule lagi.

""Masa? Aku rasa masih banyak lebih vulgar,"" balas Tisya Erni.

5. Akui Pernah Dekat dengan Sule

Membantah terlalu pede, Tisya Erni juga mengakui pernah dekat dengan Sule. Akan tetapi, Tisya Erni berharap dirinya bukan jadi penyebab rumah tangga Sule dan Nathalie Holscher bermasalah.

""Saya juga bukan merasa kepedean atau gimana, tapi kalau ditanya punya hubungan, punya. Pernah dekat,"" ungkap Tisya Erni.

Sampai saat ini baik Nathalie Holscher maupun Sule belum ada yang memberikan klarifikasi. Nathalie Holscher pun masih menghilangkan foto Sule dari feed Instagramnya.

Seperti Apa Tipe Pria Idaman Tisya Erni?"
153,"Bocoran MV Black Mamba aespa, Ada Ular Raksasa!","Jakarta - aespa akan debut besok, Selasa (17/11/2020). Bocoran buat MV Black Mamba dirilis SM Entertainment. Begini visual yang ditampilkan aespa dalam MV debut mereka."
154,"aespa siap Debut, Mantan Trainee SM Ini Batal Gabung","Lami adalah salah satu SM Rookies yang paling awal diperkenalkan. Kelahiran 3 Maret 2003 itu pernah jadi andalan buat girlband baru SM Entertainment, meski kini dirinya dikabarkan hengkang dari manajemen. (Foto: dok. SM Entertainment)"
155,Sule Blak-blakan Kronologi Masalah Rumah Tangga dengan Nathalie Holscher,"Kisruh rumah tangga Sule dengan Nathalie Holscher hingga saat ini masih menjadi sorotan publik. Sule dengan santai pun memberikan penjelasannya terkait rumah tangganya itu.

Ditemui di kawasan Mampang, Jakarta Selatan, Kamis (22/4/2021), Sule menceritakan awal mula hubungan rumah tangganya dengan Nathalie Holscher renggang.

Masalah utama dari kisruh ini tak dijelaskan secara gamblang oleh ayah Rizky Febian tersebut. Namun ia mengaku sudah saling duduk bersama dengan Nathalie untuk membicarakan hal itu.

Saat itu Sule tak dapat menahan Nathalie untuk meninggalkan rumah. Sule menganggap sikap Nathalie saat itu hanya sedang terbawa emosi.

""Kronologi dari awal, ketika kejadian pertama, ada sesuatu hal. Itu saya sudah mengajak dia untuk duduk bareng ketika dia pamit dari rumah,"" ujar Sule.

""Mungkin karena dia masih muda, dia emosi. Akhirnya dia dengan sendirinya pergi terus terjadi lah pemberitaan yang begitu hebat,"" lanjut Sule.

Disebut Sule, selama ini ia memang terlihat diam dalam menanggapi hal itu. Namun, Sule menegaskan ia perlu waktu untuk menjelaskan hal ini pada anak-anak dan keluarganya.

Lebih lanjut, Sule mengaku tak sedang tinggal diam dengan hubungannya dan Nathalie. Ia merasa tengah banyak beban sehingga tak dapat memberikan jawabannya ke media.

""Artinya, disini juga, saya diam itu bukan berati nggak mau wawancara. Minta maaf kepada semuanya. Tapi saya juga banyak beban disini,"" ungkap Sule.

""Ketika pemberitaan ini muncul, saya harus mengklarifikasi dan memberitahu kepada keluarga saya, anak-anak saya juga nonton, terus saudara saya, temen-temen, saya mencoba untuk meredam hal itu,"" tambahnya lagi.

Sule menegaskan dirinya dan Nathalie sudah berkomunikasi untuk memperbaiki hubungan mereka. Namun ia merasa bingung jika terus mendapat pertanyaan dari media.

Sule mengaku hingga saat ini tengah meredam permasalahannya agar tak kian membesar. Ia merasa berat untuk memberikan komentarnya.

Meski terlihat diam saja, Sule mengaku selalu berikhtiar agar masalahnya dengan Nathalie cepat terselesaikan.

""Terlepas itu, saya masih komunikasi sama istri,"" tuturnya.

""Saya mencoba untuk jangan sampai ini makin membesar. Supaya saya juga bisa meredam semua. Saya sangat berat untuk berkomentar dulu. Diamnya saya itu bukan tidak ikhtiar, saya tetap usaha dan beban saya saat ini ya itu, meredam keluarga, anak-anak. Itu intinya,"" papar Sule lagi.

Selain membahas kisruh rumah tangganya, Sule juga turut menanggapi kabar terkait kehamilan Nathalie. Istri yang dinikahi pada Oktober 2020 ini disebut sudah memberitahu kabar kehamilannya itu.

""Masalah kehamilan, dia sudah kasih tau sama saya dan kami masih komunikasi. Doakan yang terbaik, lancar sampai masalah ini selesai,"" tutup Sule."
156,"Nathalie Holscher Hamil, Langsung Kabari Sule","Nathalie Holscher di tengah prahara kisruh rumah tangganya dengan Sule mengumumkan kabar bahagia. Nathalie ternyata hamil 5 minggu.

Sule yang dimintai tanggapan soal kehamilan Nathalie Holscher sudah mengetahui kabar bahagia tersebut. Sang komedian mengatakan, Nathalie Holscher langsung yang memberikan kabar kepadanya.

""Masalah kehamilan dia kasih tahu ke saya. Jelas kita komunikasi masih lancar,"" kata Sule ditemui di kawasan Mampang, Jakarta Selatan, Kamis (22/4/2021) malam.

Jawaban tersebut, menjadi penegasan masih ada komunikasi antara Sule dan Nathalie Holscher. Sebagai seorang suami, Sule mengatakan ingin menjaga semuanya baik-baik saja.

""Doakan saja yang terbaik, komunikasi saya lancar, masalah ini beres. Maunya yang terbaik,"" harap Sule.

Bahkan Sule mengaku baru saja berkomunikasi melalui telepon dengan Nathalie Holscher. Sule pun tak mau sesumbar apa yang akan dia lakukan untuk mempertahankan rumah tangganya.

""Ini lagi komunikasi. Komunikasi masih berjalan. Doakan saja, apapun itu keputusannya kita sebagai manusia harus terima dengan ikhlas. Jelas di sini saya menjelaskan bahwa banyak yang menganggap saya nggak ada usaha. Saya ada usaha, ikhtiar tetap menjaga dia supaya tak terjadi seperti ini. Yang jelas saya masih berkomunikasi,"" jelas Sule.

""Tadi juga kita teleponan sama istri saya. Ada kemungkinan insyaallah kita bertemu karena ini sudah melibatkan keluarga besar,"" sambungnya.

Sule menegaskan dengan adanya masalah rumah tangganya yang tersebar ke publik pasti ada konsekuensinya. Pernikahan untuk Sule tidak hanya terjadi antara dirinya dengan Nathalie Holscher.

""Saya pikir nikah itu nggak cuma saya sama Nathalie saja. Nathalie dengan anak-anak, ada Nathalie dengan keluarga saya khususnya dengan ibu saya, begitu juga sebaliknya saya dengan keluarga Nathalie. Di sinilah mungkin saya untuk mencoba memberi pengertian dulu ke kerabat saya. Jadi tunggu saja, doakan komunikasi saya lancar,"" tegas Sule.

Nathalie Holscher baru saja mengumumkan kehamilannya pada 22 April 2021. Dalam channel YouTube Sunnah Official, Nathalie terlihat menangis terharu saat dokter menyatakan dirinya hamil dengan usia kandungan 5 minggu.

Nathalie Holscher Umumkan Hamil, Sule Akui Sudah Tahu"
157,Zaskia Adya Mecca Kritik Cara Bangunkan Sahur Via Toa Masjid,"Sahur menjadi bagian yang dijalankan umat Muslim sebelum berpuasa seharian di bulan Ramadhan. Tidak sedikit masjid yang membantu membangunkan orang untuk sahur di pagi hari lewat pengeras suara.

Di beberapa daerah, hal itu seakan sudah menjadi tradisi. Namun ternyata ada salah satu cara membangunkan sahur lewat pengeras suara masjid yang dianggap Zaskia Adya Mecca tidak etis bahkan cenderung mengganggu.

""cuma mau nanya ini bangunin model gini lagi HITS katanya?! Trus etis ga si pake toa masjid bangunin model gini??"" tanya Zaskia Adya Mecca sebagai keterangan unggahannya, Kamis (22/4).

""Apalagi kita tinggal di Indonesia yang agamanya pun beragam.. Apa iya dengan begini jadi tidak mengganggu yang lain tidak menjalankan Shaur?!"" ia mempertanyakan.

Dalam video yang diunggahnya, Zaskia Adya Mecca mengabadikan momen ketika seseorang membangunkan orang lain untuk sahur lewat pengeras suara masjid. Orang tersebut berteriak yang kemudian disebut istri Hanung Bramantyo tersebut mengganggu.

""Aku yang asing, atau situasi yang semakin asing yaa... buat ku ko ngga lucu, ga etis, ga menghargai orang lain.."" Zaskia Adya Mecca heran.

Lebih lanjut, ia bingung mengapa orang tersebut bisa berteriak-teriak begitu saja lewat pengeras suara di masjid.

""Buat kamu gmn?! Apa aku yang terlalu serius?"" tanya Zaskia mengakhiri tulisannya.

[Gambas:Instagram]

Di unggahannya itu, Zaskia Adya Mecca mendapat banyak dukungan atas kritikannya. Banyak netizen dan rekan artis yang mengaku akan sangat terganggu dengan cara membangunkan sahur seperti itu.

""Nyebelin bgt. Gw aja yg saur ga mau dibangunin begini,"" tulis Senandung Nacita.

""Sungguh mengganggu dan merusak suasana ramadhan yang seharusnya syahdu. Sepi penuh perenungan. Membayangkan bagaimana Al-Quran turun di antara heningnya Goa Hira di bulan Ramadhan,"" komentar Arie Kriting."
158,"Putri Delina Doakan Orang yang Menghujatnya, Sebut Tak Perlu Klarifikasi","Putri Delina hingga saat ini memang memilih diam dalam kisruh rumah tangga Sule dengan Nathalie Holscher. Lantaran keputusannya berdiam diri, Putri Delina banyak mendapatkan hujatan dari netizen.

Banyak dari mereka yang memberikan hujatan kepada Putri Sule itu. Tapi menurut Putri Delina, dirinya tidak akan membalas apa yang sudah disampaikan banyak orang kepadanya.

""Assalamualaikum wr wb semuanya semoga puasanya lancar ya hari ini.... Putri cuma mau bilang buat orang2 yang sudah bilang Putri di DM Be****, Gob***, Jahat, Nggak dewasa dan nggak menghargai dan masih banyak lagi terimakasih,"" buka Putri Delina dalam Instagram Stories miliknya.

""Semoga kalian sehat selalu, panjang umur dan dilancarkan dalam hal apapun itu pastinya dalam Lindungan Allah SWT, Amin!"" sambung Putri Delina lagi.

Putri Delina mengatakan jika yang terpenting baginya adalah dirinya yang tahu segalanya. Ia pun merasa tidak perlu banyak berkomentar ataupun memberikan klarifikasi mengenai apa yang sebenarnya terjadi.

Putri Delina curhat di IG Foto: Instagram Putri Delina Putri Delina curhat di IG Foto: Instagram Putri Delina

""Yang penting semuanya yang tau Putri, yang ngerasain Putri, kebenarannya semua yang tau Putri, nggak harus Putri klarifikasi, pembelaan maupun kejelekan! Bukan tipe Putri juga yang seperti itu,"" jelasnya lagi.

Putri Delina pun mengatakan jika dirinya mendapatkan didikan dari kedua orang tuanya untuk banyak bersabar dalam segala hal.

""Didikan orang tua Putri dari dulu, Putri harus banyak bersabar dan diam. Diamnya Putri bukan berarti Putri nggak berani, dan mengiyakan bahwa itu benar. Sesakit-sakitnya hati, sekecewanya-kecewanya hati, masih bisa diobrolin baik-baik,"" katanya lagi.

Anak kedua Sule dan Lina Jubaedah itu mengatakan hanya menerima netizen yang pintar dan tidak sok tahu dan juga ikut campur dalam segala hal.

""Putri hanya menerima netizen pintar saja, dan yang sudah tau Putri dari lama seperti apa dan apalagi orang-orang sekitar Putri,"" beber Putri Delina lagi.

Di akhir postingannya, adik dari Rizky Febian itu menegaskan bukanlah tipe orang pendendam dan juga pembenci.

""Tenang aja guys, Putri bukan orang pembenci atau orang balas dendaman. Memang itu sudah hak kalian mau hilang respect, menjelek-jelekan, ngata-ngatain dengan kata kasar pokoknya apapun itu, Putri selalu serahkan ke Allah semuanya, intinya doain yang terbaik aja ya,"" tutup Putri Delina.

Kata Putri Delina dan Jeffry Reksa soal Pacaran Beda Agama"
159,Indonesia Kirim 13 Wakil ke Malaysia Open 2021,"Indonesia mengirimkan 13 wakil ke ajang bulutangkis Malaysia Open 2021. Turnamen BWF World Tour Super 750 itu berlangsung di Axiata Arena, Kuala Lumpur, 25-30 Mei.

Indonesia menurunkan kekuatan penuhnya di turnamen kali ini. Di sektor ganda putra, Kevin/Marcus kembali menandai debutnya setelah terakhir kali mereka gagal tampil di All England 2021. Saat itu, Indonesia dipaksa mundur setelah Kevin Sanjaya dkk diketahui sepesawat yang terkonfirmasi COVID-19.

Di Malaysia Open, Kevin/Marcus terakhir juara pada Malaysia Open 2017. Setelah itu, Indonesia absen gelar dalam dua tahun terakhir (2018 dan 2019).

Selain Minions, julukan fans bulutangkis untuk Kevin/Marcus, PBSI juga mengirim pasangan Fajar Alfian/Muhammad Rian Ardianto serta Hendra Setiawan/Mohammad Ahsan.

Di sektor ganda campuran, PBSI juga mengirimkan pemain andalannya yakni Praveen Jordan/Melati Daeva Oktavianti dan Hafiz Faizal/Gloria Emanuelle Widjaja.

Bagi Hafiz/Gloria, turnamen ini sebagai kesempatan mereka menambah poin Olimpiade 2020 Tokyo. Saat ini mereka masih di peringkat delapan klasemen kualifikasi multiajang olahraga empat tahunan tersebut.

Berikut daftar pemain bulutangkis Indonesia di Malaysia Open menukil Instagram resmi PBSI @badminton.ina:

Tunggal Putra

Jonatan Christie

Anthony Sinisuka Ginting

Tommy Sugiarto

Tunggal Putri

Gregoria Mariska Tunjung

Ganda Putra

Marcus Fernaldi Gideon/Kevin Sanjaya Sukamuljo

Fajar Alfian/Muhammad Rian Ardianto

Hendra Setiawan/Mohammad Ahsan

Ganda Putri

Greysia Polii/Apriyani Rahayu

Siti Fadia Silva Ramadhanti/Ribka Sugiarto

Ganda Campuran

Praveen Jordan/Melati Daeva Oktavianti

Hafiz Faizal/Gloria Emanuelle Widjaja

Adnan Maulana/Mychelle Chrystine Bandaso

Mohammad Arif Ab Latif/Rusydina Antardayu Riodingin"
160,Marc Marquez Dihantui Bayang-bayang Pensiun Dini,"Marc Marquez comeback di arena MotoGP usai pulih dari cedera. Meski sudah kembali, The Baby Alien tetap dihantui bayang-bayang pensiun dini.

Marquez kembali bertarung di lintasan dalam seri ketiga MotoGP 2021 yang berlangsung di Sirkuit Portimao, Portugal, pekan lalu. Rider tim Repsol Honda itu comeback setelah sembilan bulan absen akibat cedera patah lengan kanan.

Marquez memulai balapan MotoGP Portugal 2021 dari posisi keenam. Juara dunia delapan kali itu tampil cukup hati-hati sepanjang 25 lap, hingga berhasil finis di urutan ketujuh.

Seusai balapan, Marc Marquez melampiaskan emosinya di paddock. Dia menangis bahagia setelah mampu menyelesaikan race dan disambut aplaus panjang tim Repsol Honda.

Marquez mengakui jika perjuangannya kembali ke trek belum selesai sepenuhnya. Pebalap 28 tahun itu masih harus melakukan sejumlah treatment guna pemulihan maksimal kondisinya.

Hal tersebut penting dilakukan, agar Marquez dapat kembali menampilkan performa terbaik di lintasan tanpa rasa takut. The Baby Alien tidak ingin cedera yang mendera memaksanya untuk mengakhiri karier lebih cepat.

""Saya tidak akan berdamai dengan diri sendiri apabila saya harus mengakhiri karier akibat cedera. Tidak ada pebalap yang mau mengalami itu,"" kata Marquez kepada Marca.

""Waktu ideal untuk pensiun adalah ketika sang rider menginginkannya, bukannya saat cedera memaksa mereka berhenti. Anda juga tak ingin berhenti ketika tidak ada lagi panggung buat anda,"" dia menambahkan.

""Tentu saja saya menerima apabila tubuh saya tak bisa lagi berbuat banyak. Kendati demikian, saya tetap senang dapat kembali mengendarai motor. Saya menikmatinya sekali,"" demikian kata Marc Marquez.

Simak juga 'Momen Marquez Ngaku Gugup Jelang MotoGP Portugal':

[Gambas:Video 20detik]





"
161,"Lorenzo: Quartararo Sempurna, Marquez dari Planet Lain","Fabio Quartararo dan Marc Marquez menyedot perhatian di MotoGP Portugal. Mantan bintang MotoGP Jorge Lorenzo mengomentari performa kedua pebalap itu.

Quartararo mendominasi sepanjang pekan MotoGP Portugal 2021. Pebalap Yamaha itu tampil sebagai yang tercepat di sesi latihan, lalu meraih pole position.

Saat balapan Minggu (18/4), Quartararo mengonversi keunggulannya tersebut untuk menang sekalipun menghadapi sejumlah tekanan, terutama dari Alex Rins. Namun, usai Rins jatuh di putaran-putaran terakhir Quartararo di atas angin untuk melintasi garis finis pertama dengan keunggulan nyaris lima detik dari rival terdekatnya, Pecco Bagnaia (Ducati).

""Quartararo kemarin menjadi 'Tuan Sempurna', sebut Lorenzo dikutip Speedweek. ""Aku sudah menduganya pada Hari Kamis. Dia secara konsisten kencang di empat latihan bebas. Dia juga dalam kondisi fisik yang sangat bagus.""

""Penampilan dia hebat sekali dan itulah mengapa dia menjadi favorit saya untuk gelar juara dunia kalau dia bisa membangun momentum positif sebelum Marc Marquez kembali 100 persen.""

Marc Marquez diyakini akan segera memenangi balapan lagi setelah kondisinya mencapai 100 persen. (AP Photo/Jose Breton) Foto: AP/Jose Breton Marc Marquez diyakini akan segera memenangi balapan lagi setelah kondisinya mencapai 100 persen. (AP Photo/Jose Breton) Foto: AP/Jose Breton

Di sisi lain, Marquez menandai comeback-nya usai absen balapan selama setahun dengan finis ketujuh, berjarak 13,2 detik dari Quartararo. Juara dunia delapan kali itu begitu emosional setelah menuntaskan balapan.

Meskipun belum mencapai performa seperti sebelumnya, Marc Marquez dipuji. Lorenzo bahkan meyakini, rider Repsol Honda itu akan kembali dominan sekalinya kebugarannya kembali.

""Dia itu dari planet lain. Dia mengingatkanku akan bintang motor trial Toni Bou. Aku yakin dia akan kembali kondisinya pada 2019 dan aku juga yakin dia akan memenangi balapan lagi. Aku menantikan duel-duel di antara dia dan Fabio,"" Jorge Lorenzo menambahkan.

Simak video 'Quartararo Naik Peringkat Pertama, Zarco Turun ke Posisi Keempat':

[Gambas:Video 20detik]





"
162,Herry IP Belum Sepenuhnya Puas Hasil Tes Fisik Kevin Sanjaya Cs,"Pelatih ganda putra Herry Iman Pierngadi belum sepenuhnya puas dengan hasil tes fisik Kevin Sanjaya dkk, sekalipun nilai rata-ratanya tidak di bawah standar.

Tim ganda putra utama menjalani tes fisik di Pelatnas PBSI, Cipayung, pada Senin (19/4). Tercatat, ada 13 atlet plus Greysia Polii dan Jesita Putri Miantoro dari ganda putri, yang mengikuti tes ini.

Adapun tes yang dilakukan meliputi ball medicine test, core, court agility, RAST test, vertical jump hingga bleep test. Herry ikut mengamati langsung rangkaian dari pengujian fisik tersebut. Ia menyebut hasilnya sudah masuk standar yang ia inginkan namun dengan catatan.

""Secara hasil memang saya belum melihat secara detail, tetapi dari pengamatan sekilas dari tes awal ini rata-rata tidak terlalu di bawah,"" kata Herry Iman Pierngadi dalam keterangan tertulisnya, Rabu (21/4/2021).

""Semua masuk di standar minimum yang saya mau. Tetapi belum cukup, masih banyak yang harus ditingkatkan. Paling ada satu atau dua atlet yang belum memenuhi standar karena kakinya bermasalah,"" lanjut Herry.

Menurut pelatih yang dijuluki fans badminton Naga Api ini, tes ini menjadi penilaian awal untuknya memberikan program latihan. ""Saya berharap dengan latihan yang kita jalankan nanti, tes berikutnya sudah lebih baik lagi peningkatannya,"" ujar Herry.

Rencananya, tes fisik lanjutan akan dilakukan sekali lagi dalam tiga atau empat bulan ke depan guna mengukur kondisi fisik anak-anak.

Hendra Setiawan, pemain senior Pelatnas, merasakan benar manfaat dari tes fisik yang dilakukan PBSI. ""Menurut saya tes fisik ini bagus, supaya bisa tahu sampai dimana kekuatan fisik saya, apalagi di usia sekarang,"" kata Hendra.

""Tidak ada kendala selama tes dan saya cukup puas dengan hasilnya. Semoga di tes berikutnya bisa meningkat,"" ucap peraih medali emas Olimpiade Beijing tahun 2008 itu.

Hendra Setiawan (dok PBSI) Hendra Setiawan (dok PBSI)

Simak juga 'Move On All England, Greysia Polii Fokus Olimpiade Tokyo':

[Gambas:Video 20detik]





"
163,Lalu Muhammad Zohri Masuk Daftar Forbes 30 Under 30 Asia 2021,"Sprinter muda Indonesia Lalu Muhammad Zohri masuk ke dalam daftar Forbes 30 under 30 Asia. Ada juga Maudy Ayunda dari Indonesia yang bersanding dengan Zohri.

Forbes adalah majalah yang berbasis di Amerika Serikat dan dikenal sering merilis daftar orang-orang terkaya di dunia. Tak hanya itu, Forbes juga kerap merilis orang-orang berprestasi.

Nah, dalam daftar Forbes 30 under 30 Asia atau 'daftar 30 orang di bawah usia 30 tahun di Asia', Zohri bersama Maudy Ayunda turut disertakan. Prestasi Zohri yang begitu fenomenal menjadi alasan Forbes menyertakan nama pemenang medali emas nomor lari 100 meter Kejuaraan Dunia Atletik U-20 2018.

Zohri juga ikut serta dalam keberhasilan Indonesia meraih perak di nomor estafet 4x100 meter di Asian Games. Zohri juga berhasil merebut medali perak di Kejuaraan Asia di Doha pada 2019.

Lalu Muhammad Zohri (Jewel Samad/AFP Photo) Lalu Muhammad Zohri (Jewel Samad/AFP Photo)

Di Doha, Lalu Muhammad Zohri membukukan catatan waktu 10,13 detik sekaligus mematahkan rekor milik Suryo Agung yang ada di angka 10,17 detik. Zohri pun berhak atas tiket untuk berlaga di Olimpiade Tokyo setelah menempati posisi ketiga pada Golden Grand Prix di Osaka pada 2019 dengan catatan 10,03 sekaligus mempertajam rekornya sendiri.

""Disebut sebagai 'orang tercepat di Asia Tenggara' sang atlet sprinter mencetak rekor Indonesia atas catatan 10.13 detik dalam lari 100 meter di 2019 untuk mendapatkan medali perak pada ajang Asian Athletics Championships in Qatar,"" tulis Forbes dalam profil Zohri di daftar itu.

Sementara Maudy Ayunda yang baru 26 tahun dianggap sangat berprestasi untuk ukuran usianya. Sumbangsihnya buat masyarakat juga diapresiasi Forbes.

""Dengan tiga album yang sudah dibuatnya, Ayunda dianugerahi gelar 'Female Singer of the Year' dan dipilih Disney untuk menyanyikan lagu Indonesia untuk film 'Moana,"" tulis Forbes di profil Maudy Ayunda.

Lalu Muhammad Zohri dan Maudy Ayunda bukan anak muda pertama yang masuk daftar Forbes. Sebelumnya sudah ada ganda putra bulutangkis Indonesia Kevin Sanjaya Sukamuljo/Marcus Fernaldi Gideon serta atlet panjang tebing Aries Susanti.

Kevin/Marcus masuk daftar Forbes 30 under 30 Asia atas prestasinya sepanjang 2020. Sementara Aries Susanti pada 2019 atas prestasinya meraih medali emas Asian Games 2018."
